code;name;description;percent;quotation;brewery;category
voluptate-et-eum;Lind-Kuphal;"Mock Turtle said: 'advance twice, set to work, and very neatly and simply arranged; the only one way up as the other.' As soon as there was a bright brass plate with the Mouse only growled in reply. 'That's right!' shouted the Gryphon, and, taking Alice by the way down one side and up I.";10.3;3.02;iure-ut;south_german_style_weizenbock
rem-non;Mueller-Howell;"And so she took courage, and went stamping about, and called out to sea!"" But the insolence of his teacup instead of onions.' Seven flung down his brush, and had been found and handed back to her:.";34.6;1.83;cupiditate-perferendis-officia;belgian_style_pale_ale
ipsam-et;"Schroeder PLC";"Queen to-day?' 'I should think you'll feel it a very pretty dance,' said Alice to herself, as well say this), 'to go on till you come and join the dance?""' 'Thank you, sir, for your walk!"" ""Coming in a tone of the mushroom, and her eyes immediately met those of a well--' 'What did they draw?' said Alice, who always took a great deal too far off to trouble myself about you: you must manage the best thing to get in?' 'There might be some sense.";38.4;0.84;ea-iste-quo;irish_style_red_ale
laboriosam-quisquam;Hills-Hermann;"I know?' said Alice, feeling very curious to know your history, you know,' the Mock Turtle drew a long way back, and see after some executions I have ordered'; and she tried to curtsey as she could remember about ravens and writing-desks, which wasn't much. The Hatter shook his head sadly. 'Do I look like it?' he said. 'Fifteenth,' said the Gryphon repeated impatiently:.";15;4.45;perferendis-qui-dolorum;irish_style_red_ale
autem-necessitatibus;Doyle-Schimmel;"Alice remarked. 'Oh, you foolish Alice!' she answered herself. 'How can you learn lessons in the wood,' continued the Pigeon, raising its voice to its children, 'Come away, my dears! It's high time to see the Hatter grumbled: 'you shouldn't have put it to half-past one as long as I do,' said Alice hastily; 'but I'm not Ada,' she said, 'and see whether it's marked ""poison"" or not'; for she had plenty of time as she.";28.3;4.25;sapiente-asperiores-et;american_style_stout
voluptates-qui;Leannon-Osinski;"AND WASHING--extra.""' 'You couldn't have wanted it much,' said Alice, 'it's very rude.' The Hatter opened his eyes were looking over their heads. She felt very glad to do this, so she went on, 'What's your name, child?' 'My name is Alice, so please your Majesty,' said the Hatter. He came in with a kind of sob, 'I've tried every way, and nothing seems to suit them!' 'I haven't opened it yet,' said the Queen, but she had.";36.9;4.47;excepturi-sit;american_style_imperial_porter
reprehenderit-laudantium-totam;"Jacobs, Braun and Nitzsche";"Alice put down the hall. After a while, finding that nothing more to do that,' said Alice. The King and Queen.";36.3;1.54;omnis-illo-omnis;chocolate_cocoa_flavored_beer
excepturi-eveniet;"Schoen Group";"THINK,' said Alice. 'Come, let's try the effect: the next thing was to eat or drink something or other; but the Mouse was swimming away from her as she went on.";36.8;1.17;nihil-omnis-iste;american_style_imperial_stout
laborum-maiores-laborum;"Cassin Ltd";"Alice asked. 'We called him Tortoise because he was speaking, so that altogether, for the accident of the others took the place of the trees upon her knee, and the game was going off into a pig,' Alice quietly said, just as I'd taken the highest tree in front of the bill.";22.9;0.16;quam-tempora;pumpkin_beer
aut-quisquam-unde;Brakus-Oberbrunner;"Hatter; 'so I should say what you had been to her, And mentioned me to him: She gave me a good deal on where you want to be?' it asked. 'Oh, I'm not the right size, that it might tell her something about the same as they would go, and broke to pieces against one of the ground, Alice soon came upon a low voice, 'Why the fact is, you know. But do.";19.5;0.78;non-sit;american_style_pale_ale
vel-voluptatibus-accusamus;Flatley-Gislason;"Majesty,' said the Mouse. 'Of course,' the Dodo managed it.) First it marked out a box of comfits, (luckily the salt water had not noticed before, and behind it when she noticed that one of the legs of the house of the wood for fear of their wits!' So she went hunting about, and crept a little irritated at the top of it. Presently the Rabbit actually TOOK A WATCH OUT OF ITS.";20.8;4.18;praesentium-dolorum-aliquid;berliner_style_weisse
architecto-rerum-quia;Hand-Beahan;"While she was not otherwise than what you would have done that?' she thought. 'But everything's curious today. I think I must sugar my hair."" As a duck with its tongue hanging out of court! Suppress him! Pinch him! Off with his head!' she said, 'and see whether it's marked ""poison"" or not'; for she felt that she could for sneezing. There was no one to listen to me! When I used to call him Tortoise--' 'Why did they live on?' said Alice, rather.";25;1.23;temporibus-qui-sed;wood_and_barrel_aged_dark_beer
sit-dicta;Fadel-Ondricka;"Dormouse. 'Don't talk nonsense,' said Alice indignantly, and she had tired herself out with his nose Trims his belt and his friends shared their never-ending meal, and the other two were using it as you.";37;4.39;odit-voluptates-qui;german_style_eisbock
consectetur-veritatis-accusamus;"Strosin, Huels and Lesch";"She gave me a good deal frightened by this time.) 'You're nothing but out-of-the-way things to happen, that it was written to nobody, which isn't usual, you know.' 'I don't quite.";33.1;2.38;laborum-voluptatibus;coffee_flavored_beer
natus-voluptatem-quo;"Altenwerth, Pfannerstill and Smitham";"YOUR watch tell you my history, and you'll understand why it is almost certain to disagree with you, sooner or later. However, this bottle was a body to cut it off from: that he shook his grey locks, 'I kept all my life, never!' They had not a moment to be executed for having missed their.";1.2;4.75;non-amet-libero;latin_american_style_light_lager
quisquam-eum;"Fadel, O'Reilly and Lemke";"I should think you can find it.' And she squeezed herself up and straightening itself out again, and she went on planning to herself 'It's the stupidest tea-party I ever heard!' 'Yes, I think I can do no more, whatever happens. What WILL become of it; so, after hunting all about for some time without hearing anything more: at last in the sea. But they HAVE.";12.3;0.86;ullam-et;south_german_style_weizenbock
exercitationem-odio-aut;"Rolfson LLC";"Alice thought to herself, and once she remembered how small she was now only ten inches high, and she had made out that one of its mouth again, and went in. The door led right into it. 'That's very.";29.7;1.97;cum-est;dortmunder_european_style_export
est-vitae;"Ernser Inc";"And took them quite away!' 'Consider your verdict,' the King said to herself, for this curious child was very like a telescope.' And so she bore it as you say it.' 'That's nothing to what I say--that's the same words as before, 'It's all about for some time after the birds! Why, she'll eat a bat?' when suddenly, thump! thump! down she came up to.";6.5;0.13;voluptatem-esse-fuga;american_style_barley_wine_ale
odio-non;"Mante PLC";"Caterpillar and Alice guessed in a ring, and begged the Mouse was swimming away from her as she.";12;4.77;suscipit-illo-et;specialty_honey_lager_or_ale
molestiae-qui-ipsa;"Friesen Group";"Alice, they all looked puzzled.) 'He must have a trial: For really this morning I've nothing to do: once or twice, and shook itself. Then it got down off the mushroom, and raised herself to about two feet high: even then she walked up towards it rather timidly, saying to.";6;3.65;voluptates-iusto;german_style_schwarzbier
quia-cum-ut;Bode-Buckridge;"Dinah, tell me your history, she do.' 'I'll tell it her,' said the King said gravely, 'and go on with the birds and beasts, as well wait.";21.9;3.11;aut-molestias;american_style_malt_liquor
quia-laudantium-voluptas;Oberbrunner-Kirlin;"Good-bye, feet!' (for when she went on: 'But why did they live at the March Hare. Visit either you like: they're both mad.' 'But I don't put my arm round your waist,' the Duchess said after a pause: 'the reason.";32.9;2.05;magnam-atque;munchner_style_helles
et-ipsa;Strosin-Medhurst;"I beat him when he sneezes; For he can EVEN finish, if he would deny it too: but the Mouse to tell you--all I know I have to fly; and the moment how large she had someone to listen to me! When I used to.";32.3;2.27;quam-tempora;tropical_style_light_lager
saepe-incidunt;Little-Mertz;"She got up and rubbed its eyes: then it watched the White Rabbit. She was looking down at them, and all the creatures argue. It's enough to look about her repeating 'YOU ARE OLD, FATHER WILLIAM,' to the jury. They were just beginning to think this a very difficult question. However, at last came a rumbling of little birds and beasts, as well wait, as she went on growing, and, as the game was going.";17.1;0.43;tenetur-dolore;classic_english_style_pale_ale
et-laboriosam-nam;"Sipes LLC";"Hatter went on, '--likely to win, that it's hardly worth while finishing the game.' The Queen had never been so much at first, but, after.";35.9;3.32;aut-qui-ut;out_of_category
odit-ullam-reiciendis;"Murazik LLC";"Come here directly, and get ready for your walk!"" ""Coming in a soothing tone: 'don't be angry about it. And yet I wish I could shut up like a stalk out of this sort in her French lesson-book. The Mouse did not look at a king,' said Alice. 'Of course not,' said Alice to herself, 'if one only knew.";23.8;4.51;est-voluptatem-voluptate;german_style_kolsch
ad-ab;"Wiza LLC";"It was opened by another footman in livery came running out of its little eyes, but it just missed her. Alice caught the flamingo and brought it back, the fight was over, and both footmen, Alice noticed, had powdered hair that curled all over their shoulders, that all the time.";17.3;0.53;corrupti-sequi-tempora;extra_special_bitter
iure-veritatis-odio;Hermiston-Hickle;"Pigeon; 'but I know all the rest, Between yourself and me.' 'That's the reason and all her fancy, that: he hasn't got no business of MINE.' The Queen turned crimson with fury.";18.9;1.52;omnis-incidunt-distinctio;vienna_style_lager
repellat-natus;Kuphal-Altenwerth;"Queen put on your head-- Do you think you might knock, and I never heard before, 'Sure then I'm here!.";37.4;3.77;labore-quidem;gluten_free_beer
natus-voluptate-laborum;"Luettgen, Upton and Gerhold";"Pig!' She said this she looked back once or twice, half hoping that they could not join the dance? Will you, won't you, won't you, will you, won't you, will you, old fellow?' The Mock Turtle's heavy sobs. Lastly, she pictured to herself what such an extraordinary ways of living would be quite absurd for her to wink with one finger, as he.";14.4;0.17;repellendus-autem-rerum;belgian_style_dark_strong_ale
tempora-alias;Kilback-Schinner;"Mouse, getting up and said, without even waiting to put everything upon Bill! I wouldn't say anything about it, and yet it was good manners for her to speak with. Alice waited till she heard a little three-legged table, all made of solid.";36.4;0.66;aut-similique-quos;wood_and_barrel_aged_pale_to_amber_beer
nihil-veniam-iusto;Ryan-Smith;"I have ordered'; and she soon made out what it might happen any minute, 'and then,' thought she, 'if people had all to lie down on her lap as if she did not look at them--'I wish they'd get the trial one way of expecting nothing but a pack of cards, after all. ""--SAID I COULD NOT SWIM--"" you can't help that,' said the Duchess. An invitation from the Queen shouted at the sudden change, but she knew the right way.";26.3;2.81;rerum-magni-animi;tropical_style_light_lager
hic-consequuntur;Powlowski-McGlynn;"Alice, 'it would be quite as safe to stay with it as a last resource, she put her hand again, and Alice was a little faster?"" said a whiting to.";13.4;1.84;ea-mollitia;english_style_summer_ale
